x,YH2,YO2,YN2,Tadiabatic,pressure,YH2equ,YO2equ,YN2equ,YH2Oequ,YHequ,YOequ,YOHequ,YHO2equ,YH2O2equ
0.0004188790204786391,2.0557878684229802e-08,0.23290913184985831,0.767090847592263,300.0024428174106,101325.00000000003,7.290656114505174e-48,0.23290896870228875,0.7670908475922624,1.8370544868836827e-07,1.4982134643148091e-60,1.1708711796270435e-41,6.100503721887317e-30,1.1232924913282458e-28,5.531948811292589e-29
0.0004435189628597355,2.4818142834954628e-08,0.23290911400535028,0.7670908611765068,300.00294904878666,101324.99999999952,8.802959605333433e-48,0.23290891704827513,0.7670908611765052,2.2177521978437277e-07,1.6465267647628462e-60,1.1710684814026316e-41,6.703593016909379e-30,1.234319197567607e-28,6.678826202800319e-29
0.000468158905240832,2.9961272434338504e-08,0.23290909246287914,0.7670908775758485,300.00356018769554,101325.0,1.0629321284122578e-47,0.23290885468986502,0.7670908775758478,2.6773428721610724e-07,1.8096081020957596e-60,1.171306713906865e-41,7.366466300854254e-30,1.3563451495262677e-28,8.063592109117815e-29
0.0004927988476219284,3.617022574052732e-08,0.2329090664561074,0.7670908973736669,300.00429797432145,101325.00000000003,1.2835126159731373e-47,0.23290877940876453,0.7670908973736678,3.232175678192674e-07,1.9889560390085844e-60,1.1715943791608447e-41,8.095103203629745e-30,1.4904682884892781e-28,9.73564454166159e-29
0.0005174387900030248,4.366587576731147e-08,0.2329090350598882,0.7670909212742361,300.005188654093,101325.0000000001,1.5499447473633047e-47,0.2329086885269781,0.7670909212742362,3.9019878568699504e-07,2.1862303259846777e-60,1.1719417501677697e-41,8.896098803768359e-30,1.637898846236054e-28,1.175466406042161e-28
0.0005420787323841212,5.271486737405629e-08,0.23290899715735494,0.7670909501277776,300.006263911286,101324.99999999993,1.8717946732260033e-47,0.23290857881153856,0.7670909501277791,4.710606824293242e-07,2.4032721554726962e-60,1.172361242074834e-41,9.776732572110447e-30,1.7999716990818332e-28,1.4192765527465937e-28
0.0005667186747652177,6.363910261886651e-08,0.23290895140019136,0.767090984960706,300.0075619961129,101324.99999999993,2.2606403922850515e-47,0.2329084463595174,0.7670909849607039,5.686797786908079e-07,2.642127854835787e-60,1.1728678621698205e-41,1.0745046830844945e-29,1.9781603616753243e-28,1.7137105404315727e-28
0.000591358617146314,7.682719163127302e-08,0.23290889616066812,0.7670910270121403,300.00912908535093,101324.99999999962,2.7305021797165533e-47,0.2329082864591629,0.7670910270121382,6.865286989938407e-07,2.9050768260660425e-60,1.1734797559104133e-41,1.1809936514629503e-29,2.174092912304806e-28,2.0693043292239475e-28
0.0006159985595274105,9.274827645300479e-08,0.2329088294737407,0.7670910777779829,300.01102092493784,101324.99999999968,3.2983684389812204e-47,0.23290809342231547,0.7670910777779819,8.287997025030923e-07,3.194664799510039e-60,1.174218870184358e-41,1.2981252562093613e-29,2.3895702286871633e-28,2.4987979081028806e-28
0.0006406385019085068,1.1196871957552761e-07,0.23290874896714772,0.7670911390641327,300.01330481292496,101325.0000000002,3.984839614457299e-47,0.23290786038205477,0.7670911390641342,1.000553811155911e-06,3.5137437779502836e-60,1.1751117599542124e-41,1.4269921829240277e-29,2.626587000146472e-28,3.017601499587478e-28
0.0006652784442896033,1.351722505676205e-07,0.23290865177702502,0.7670912130507244,300.01606199332144,101324.9999999997,4.814918845072894e-47,0.23290757904843612,0.7670912130507237,1.2079008402610104e-06,3.8655204886581064e-60,1.1761905707465856e-41,1.5688087267765702e-29,2.8873561162905657e-28,3.644362719772318e-28
0.0006899183866706998,1.631842876555225e-07,0.23290853444603252,0.7670913023696798,300.0193905459932,101325.00000000022,5.818985953215764e-47,0.23290723941358113,0.7670913023696815,1.4582167371769135e-06,4.253615742855027e-60,1.1774942374492962e-41,1.724927319013177e-29,3.1743372004560353e-28,4.40165762116893e-28
0.0007145583290517961,1.970012990590525e-07,0.2329083928003714,0.7670914101983295,300.0234088753218,101324.99999999921,7.034001812247116e-47,0.23290682939571797,0.7670914101983284,1.7604059536291797e-06,4.6821378752407567e-60,1.1790699500939138e-41,1.8968581822130836e-29,3.4902702688243464e-28,5.316834199488308e-28
0.0007391982714328926,2.3782624844845013e-07,0.2329082218013178,0.7670915403724338,300.0282599217336,101325.00000000016,8.505004194510891e-47,0.2329063344093796,0.767091540372433,2.1252181872996654e-06,5.155774517578491e-60,1.180974950594494e-41,2.086292930323705e-29,3.838215800797317e-28,6.423044251380907e-28
0.000763838213813989,2.871113851307529e-07,0.23290801536599195,0.767091697522623,300.0341162458188,101324.99999999997,1.0286975156685223e-46,0.23290573684662327,0.7670916975226211,2.5656307555289106e-06,5.679908405824615e-60,1.1832787416741616e-41,2.2951331786618008e-29,4.221602888375269e-28,7.76050887304273e-28
0.0007884781561950854,3.466099005823678e-07,0.2329077661509902,0.7670918872391093,300.0411861657688,101324.99999999936,1.2447185990900316e-46,0.2329050154506947,0.7670918872391074,3.09731019791936e-06,6.260764926677727e-60,1.1860658120023535e-41,2.5255255706768713e-29,4.644287656088471e-28,9.378075195588237e-28
0.0008131180985761819,4.184382882911653e-07,0.232907465291185,0.7670921162705266,300.0497211663519,101324.9999999999,1.5068161725803688e-46,0.23290414455994865,0.7670921162705259,3.7391695255687348e-06,6.905601892743286e-60,1.1894390119653491e-41,2.779905090069494e-29,5.110624848037492e-28,1.1335138195654068e-27
0.0008377580409572782,5.051516241814417e-07,0.23290710208440596,0.7670923927639699,300.06002484270005,101325.0,1.825145743503197e-46,0.2329030931951015,0.7670923927639712,4.514040927309397e-06,7.622955911629161e-60,1.1935237553756417e-41,3.061049147516184e-29,5.625556419400087e-28,1.370402302574228e-27
0.0008623979833383747,6.098344441513615e-07,0.2329066636107909,0.7670927265547649,300.0724636967716,101324.9999999999,2.2122509855085733e-46,0.2329018239573828,0.7670927265547643,5.449487852965348e-06,8.42296520499595e-60,1.1984732782573604e-41,3.372145786342412e-29,6.194722261079577e-28,1.6572952457515143e-27
0.000887037925719471,7.362104492528968e-07,0.2329061342732756,0.7670931295162752,300.08748017000744,101325.00000000004,2.683692979802564e-46,0.2329002916983873,0.7670931295162736,6.578785339014372e-06,9.31779654732643e-60,1.2044752627890683e-41,3.716880519751789e-29,6.824599937043588e-28,2.0049763674679274e-27
0.0009116778681005675,8.887749380439488e-07,0.23290549524288887,0.7670936159821731,300.1056083751477,101325.00000000004,3.2588748733852955e-46,0.23289844191439932,0.7670936159821737,7.942103426992839e-06,1.0322215287388688e-59,1.2117602420746028e-41,4.099547936781391e-29,7.5226827338165e-28,2.4266593290563853e-27
0.000936317810481664,1.0729546723534595e-06,0.23290472378913982,0.7670942032561878,300.12749308570676,101324.99999999942,3.962134978036399e-46,0.2328962088080873,0.7670942032561872,9.587935725512006e-06,1.1454353898624388e-59,1.2206123534789826e-41,4.5251964741736985e-29,8.297708658728804e-28,2.938582547284813e-27
0.0009609577528627603,1.295300856749316e-06,0.23290379247170592,0.7670949122274373,300.153912657118,101324.9999999999,4.824213560320456e-46,0.23289351294868768,0.7670949122274362,1.157482387609565e-05,1.2736758952946273e-59,1.2313832263241795e-41,4.99981794437349e-29,9.159957699803491e-28,3.560770516606748e-27
0.0009855976952438568,1.5637220867162828e-06,0.2329026681647079,0.7670957681132053,300.18580669272524,101325.00000000019,5.8842470759515774e-46,0.23289025844761194,0.7670957681132056,1.3973439182588097e-05,1.4197833179967369e-59,1.244510106363897e-41,5.530597951717384e-29,1.0121641245314799e-27,4.3180170937788936e-27
0.0010102376376249533,1.887765537749892e-06,0.2329013108789235,0.7670968013555388,300.2243094354336,101325.00000000026,7.1925176231388e-46,0.23288632954914254,0.7670968013555387,1.6869095318703987e-05,1.5873845483190892e-59,1.2605397856184402e-41,6.126249867268805e-29,1.1197416937769876e-27,5.241168173424359e-27
0.0010348775800060495,2.2789563773190025e-06,0.2328996723401293,0.7670980487034934,300.27079006819633,101325.00000000045,8.814300057785628e-46,0.23288158651518853,0.7670980487034933,2.0364781318172385e-05,1.7811769253674724e-59,1.2801606026760893e-41,6.797464573234691e-29,1.2405075759450326e-27,6.368813233575911e-27
0.001059517522387146,2.751207442932017e-06,0.23289769427312632,0.7670995545194308,300.326901349953,101324.99999999988,1.0835329655768435e-45,0.23287586065810692,0.7670995545194306,2.458482246251949e-05,2.0073347943861415e-59,1.3042458348146253e-41,7.557522281204626e-29,1.3766467860125137e-27,7.749542520213704e-27
0.0010841574647682424,3.3213137152557884e-06,0.23289530633059408,0.7671013723556906,300.3946383070727,101324.99999999997,1.336970208703371e-45,0.23286894834540975,0.7671013723556912,2.9679298899107716e-05,2.2741011037768785e-59,1.3339134315001579e-41,8.423133873566085e-29,1.5308762801671823e-27,9.444997322022848e-27
0.0011087974071493389,4.009549111273437e-06,0.23289242359336748,0.7671035668575212,300.476409053378,101325.00000000022,1.6571488566627508e-45,0.23286060376388573,0.7671035668575233,3.582937859104162e-05,2.592663388160235e-59,1.3706095921619068e-41,9.415611437870796e-29,1.7066183658348207e-27,1.1534047823062415e-26
